[02-Feb-2009 18:44:54] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_thecompany.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[10-Mar-2009 06:20:55] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 06:20:55] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 06:20:55] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 06:20:55] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 06:27:11] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 06:27:11] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 06:27:11] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 06:27:11] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 06:27:11] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 06:27:11] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 08:12:33] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 08:12:33] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 08:12:33] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[10-Mar-2009 08:12:33] PHP Warning:  preg_replace(): Compilation failed: PCRE does not support \L, \l, \N, \P, \p, \U, \u, or \X at offset 3 in /administrator/components/com_phocagallery/helpers/phocagallery.php on line 1192
[12-Mar-2009 09:41:08] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_thecompany.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[12-Mar-2009 10:09:12] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Mar-2009 10:03:32] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients//libraries/tcpdfvietnam_ghv.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[25-Mar-2009 05:25:55] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[25-Mar-2009 13:35:31] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[27-Mar-2009 06:18:12] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients//libraries/tcpdfph-trend-micro.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[02-Apr-2009 03:41:41] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients//libraries/tcpdfph-trend-micro.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[04-Apr-2009 20:55:30] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[07-Apr-2009 22:18:00] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients//libraries/tcpdfph-trend-micro.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[07-Apr-2009 22:22:51] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_thecompany.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[09-Apr-2009 15:44:25] PHP Warning:  getimagesize(images//libraries/tcpdfbcilogo.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[09-Apr-2009 15:44:28] PHP Warning:  getimagesize(): php_network_getaddresses: getaddrinfo failed: No address associated with hostname in /libraries/tcpdf/tcpdf.php on line 3672
[09-Apr-2009 15:44:28] PHP Warning:  getimagesize(http://libraries/tcpdf//libraries/tcpdfcdp.mscmalaysia.my//libraries/tcpdfimages//libraries/tcpdfmdeclogo.jpg): failed to open stream: Undefined error: 0 in /libraries/tcpdf/tcpdf.php on line 3672
[09-Apr-2009 15:44:30] PHP Warning:  getimagesize(images//libraries/tcpdfciac.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[09-Apr-2009 15:44:32] PHP Warning:  getimagesize(images//libraries/tcpdfmsasia.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[09-Apr-2009 15:44:35] PHP Warning:  fopen(images//libraries/tcpdfprime-logo.png): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3717
[17-Apr-2009 00:06:23] PHP Warning:  fopen(images//libraries/tcpdfprime-logo.png): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3717
[19-Apr-2009 21:14:29] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_thecompany.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 06:59:27] PHP Warning:  getimagesize(): php_network_getaddresses: getaddrinfo failed: No address associated with hostname in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 06:59:27] PHP Warning:  getimagesize(http://libraries/tcpdf//libraries/tcpdfcdp.mscmalaysia.my//libraries/tcpdfimages//libraries/tcpdfmdeclogo.jpg): failed to open stream: Undefined error: 0 in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 11:34:41] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 11:35:21] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients-industry//libraries/tcpdfgm-cypress.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 11:36:04] PHP Warning:  fopen(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_citibank.png): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3717
[20-Apr-2009 11:36:21] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfdomains.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 11:39:27] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_consultants.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 11:40:27] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 11:41:27] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_standardscompliance.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 11:42:18] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdf5D-our-approach.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 11:42:48] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 11:45:27] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients//libraries/tcpdfph-trend-micro.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 11:47:17] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_processexcellence_sigm.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 11:52:36] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfit-excellence.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 11:53:27] PHP Warning:  getimagesize(images//libraries/tcpdfciac.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 11:54:48] PHP Warning:  getimagesize(): php_network_getaddresses: getaddrinfo failed: No address associated with hostname in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 11:54:48] PHP Warning:  getimagesize(http://libraries/tcpdf//libraries/tcpdfcdp.mscmalaysia.my//libraries/tcpdfimages//libraries/tcpdfmdeclogo.jpg): failed to open stream: Undefined error: 0 in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 11:54:51] PHP Warning:  getimagesize(images//libraries/tcpdfmsasia.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 11:54:59] PHP Warning:  fopen(images//libraries/tcpdfprime-logo.png): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3717
[20-Apr-2009 11:55:06] PHP Warning:  getimagesize(images//libraries/tcpdfbcilogo.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 11:57:34] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_thecompany.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 11:58:52] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_partnershipmodel.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:02:02] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_assessment.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:02:33] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_thecompany.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:03:42] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:04:24] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients//libraries/tcpdfph-trend-micro.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:05:55] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients//libraries/tcpdfph-trend-micro.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:06:40] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfpartners//libraries/tcpdfsai_global.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:10:00] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:10:07] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:11:25] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_assessment.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:11:31] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:11:53] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:12:29] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients-industry//libraries/tcpdfat-lear.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:12:53] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients-industry//libraries/tcpdfgm-cypress.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:13:07] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients-industry//libraries/tcpdfcm-globe.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:13:18] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients-industry//libraries/tcpdfbf-metrobank.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:13:37] PHP Warning:  fopen(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_citibank.png): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3717
[20-Apr-2009 12:14:11] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients-industry//libraries/tcpdfit-trendmicro.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:14:19] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfclients-industry//libraries/tcpdfgs-fedex.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:14:54] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfpartners//libraries/tcpdfsai_global.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:16:07] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_assessment.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:16:23] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:17:15] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:17:20] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:17:56] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfdomains.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:18:09] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfdomains.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:18:50] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:19:00] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:19:13] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:19:44] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_assessment.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:20:10] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:21:35] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdf5D-our-approach.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:22:02] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_assessment.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:23:02] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfit-excellence.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:23:38] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_standardscompliance.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:24:09] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_processexcellence_sigm.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:24:29] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:24:47] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:24:59] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:25:43] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfit-excellence.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:26:10] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:26:19] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:26:52] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdf5D-our-approach.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:27:10] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_assessment.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:27:30] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_standardscompliance.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:27:53] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_processexcellence_sigm.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:28:38] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:29:48] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_consultants.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:31:23] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_thecompany.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:32:40] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:33:23] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:33:39] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:34:34] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_assessment.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:34:39] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:35:04] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfit-excellence.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:35:07] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_standardscompliance.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:35:31] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:35:55] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_processexcellence_sigm.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:36:08] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_standardscompliance.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:36:16] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:36:37] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_assessment.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:37:30] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdf5D-our-approach.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:37:40] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:38:37] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdf5D-our-approach.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:39:33] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfconsulting.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:39:50] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_training.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:40:10] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdf5D-our-approach.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
[20-Apr-2009 12:40:16] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfgreen_standardscompliance.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:40:38] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_assessment.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:40:42] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfecci_ms_ourframework.gif): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3694
[20-Apr-2009 12:41:16] PHP Warning:  getimagesize(images//libraries/tcpdfstories//libraries/tcpdfquotes//libraries/tcpdfit-excellence.jpg): failed to open stream: No such file or directory in /libraries/tcpdf/tcpdf.php on line 3672
